"","row","column","cor","p"
"22678","DV2_Q38_4","RacismMini_RacismMini_6",-0.259,0
"22679","DV2_Q38_5","RacismMini_RacismMini_6",0.44,0
"22680","DV2_Q38_6","RacismMini_RacismMini_6",0.454,0
"22681","DV2_Q38_7","RacismMini_RacismMini_6",0.388,0
"22682","DV2_Q38_8","RacismMini_RacismMini_6",0.416,0
"22683","DV2_Q38_10","RacismMini_RacismMini_6",0.385,0
"22684","DV2_Q38_11","RacismMini_RacismMini_6",0.403,0
"22685","DV2_Q38_12","RacismMini_RacismMini_6",0.47,0
"22686","DV2_DV2_9","RacismMini_RacismMini_6",0.492,0
"22687","DV2_DV2_13","RacismMini_RacismMini_6",0.487,0
"22688","DV2_DV2_14","RacismMini_RacismMini_6",0.479,0
"22693","DV3_Q39_1","RacismMini_RacismMini_6",0.549,0
"22694","DV3_Q39_2","RacismMini_RacismMini_6",0.443,0
"22695","DV3_Q39_4","RacismMini_RacismMini_6",-0.288,0
"22696","DV3_Q39_5","RacismMini_RacismMini_6",0.318,0
"22697","DV3_Q39_6","RacismMini_RacismMini_6",0.329,0
"22698","DV3_Q39_7","RacismMini_RacismMini_6",0.32,0
"22699","DV3_Q39_8","RacismMini_RacismMini_6",0.334,0
"22700","DV3_Q39_9","RacismMini_RacismMini_6",0.315,0
"22705","AntiSov_AntiSov_1","RacismMini_RacismMini_6",-0.254,0
"22706","AntiSov_AntiSov_2","RacismMini_RacismMini_6",-0.303,0
"22707","AntiSov_AntiSov_3","RacismMini_RacismMini_6",-0.209,0
"22708","AntiSov_AntiSov_4","RacismMini_RacismMini_6",-0.231,0
"22709","AntiSov_AntiSov_5","RacismMini_RacismMini_6",0.261,0
"22710","AntiSov_AntiSov_6","RacismMini_RacismMini_6",0.284,0
"22712","FamousTiming_Last.Click","RacismMini_RacismMini_6",0.038,0.039
"22713","FamousTiming_Page.Submit","RacismMini_RacismMini_6",0.051,0.006
"22714","FamousTiming_Click.Count","RacismMini_RacismMini_6",0.048,0.009
"22719","CloseFriends","RacismMini_RacismMini_6",-0.049,0.009
"22721","Acquaintances","RacismMini_RacismMini_6",-0.047,0.011
"22727","Leuisure","RacismMini_RacismMini_6",0.039,0.033
"22729","Share_Share_1","RacismMini_RacismMini_6",0.045,0.014
"22730","Share_Share_2","RacismMini_RacismMini_6",0.039,0.035
"22731","Share_Share_3","RacismMini_RacismMini_6",0.037,0.046
"22741","MediaContactTiming_Page.Submit","RacismMini_RacismMini_6",0.045,0.015
"22753","FanSportTeam","RacismMini_RacismMini_6",-0.048,0.009
"22754","Spiritualpractice","RacismMini_RacismMini_6",0.053,0.004
"22756","CowboyandIndianPlay","RacismMini_RacismMini_6",-0.084,0
"22761","Invisibility_Invisibility_1","RacismMini_RacismMini_6",-0.059,0.002
"22762","Invisibility_Invisibility_2","RacismMini_RacismMini_6",0.153,0
"22763","Invisibility_Invisibility_3","RacismMini_RacismMini_6",0.122,0
"22764","Invisibility_Invisibility_4","RacismMini_RacismMini_6",0.056,0.002
"22765","Invisibility_Invisibility_5","RacismMini_RacismMini_6",0.049,0.008
"22766","Invisibility_Invisibility_6","RacismMini_RacismMini_6",0.084,0
"22767","Invisibility_Invisibility_7","RacismMini_RacismMini_6",0.061,0.001
"22768","Invisibility_Invisibility_8","RacismMini_RacismMini_6",0.085,0
"22773","MCP_MCP_1","RacismMini_RacismMini_6",-0.042,0.024
"22774","MCP_MCP_2","RacismMini_RacismMini_6",-0.096,0
"22775","MCP_MCP_3","RacismMini_RacismMini_6",0.085,0
"22776","MCP_MCP_4","RacismMini_RacismMini_6",-0.071,0
"22777","MCP_MCP_5","RacismMini_RacismMini_6",-0.094,0
"22778","MCP_MCP_6","RacismMini_RacismMini_6",0.248,0
"22779","MCP_MCP_7","RacismMini_RacismMini_6",-0.25,0
"22780","MCP_MCP_8","RacismMini_RacismMini_6",0.305,0
"22781","MCP_MCP_9","RacismMini_RacismMini_6",0.325,0
"22782","MCP_MCP_10","RacismMini_RacismMini_6",0.29,0
"22787","RacismMini_RacismMini_1","RacismMini_RacismMini_6",-0.409,0
"22788","RacismMini_RacismMini_2","RacismMini_RacismMini_6",0.536,0
"22789","RacismMini_RacismMini_3","RacismMini_RacismMini_6",-0.499,0
"22790","RacismMini_RacismMini_4","RacismMini_RacismMini_6",0.588,0
"22791","RacismMini_RacismMini_5","RacismMini_RacismMini_6",0.642,0
"22796","Nationalism_Nationalism_1","RacismMini_RacismMini_7",-0.227,0
"22797","Nationalism_Nationalism_2","RacismMini_RacismMini_7",-0.121,0
"22798","Nationalism_Nationalism_3","RacismMini_RacismMini_7",-0.242,0
"22799","Nationalism_Nationalism_4","RacismMini_RacismMini_7",-0.223,0
"22800","Nationalism_Nationalism_5","RacismMini_RacismMini_7",-0.161,0
"22801","Nationalism_Nationalism_6","RacismMini_RacismMini_7",-0.15,0
"22802","Nationalism_Nationalism_7","RacismMini_RacismMini_7",-0.247,0
"22803","Nationalism_Nationalism_8","RacismMini_RacismMini_7",-0.187,0
"22804","Nationalism_Nationalism_9","RacismMini_RacismMini_7",-0.305,0
"22805","Nationalism_Nationalism_10","RacismMini_RacismMini_7",-0.268,0
"22806","Nationalism_Nationalism_11","RacismMini_RacismMini_7",-0.298,0
"22807","Nationalism_Nationalism_12","RacismMini_RacismMini_7",-0.278,0
"22808","Nationalism_Nationalism_13","RacismMini_RacismMini_7",-0.224,0
"22809","Nationalism_Nationalism_14","RacismMini_RacismMini_7",-0.256,0
"22810","Nationalism_Nationalism_15","RacismMini_RacismMini_7",-0.212,0
"22811","Nationalism_Nationalism_16","RacismMini_RacismMini_7",-0.219,0
"22816","EconMob_EconMob_1","RacismMini_RacismMini_7",-0.312,0
"22817","EconMob_EconMob_2","RacismMini_RacismMini_7",-0.386,0
"22818","EconMob_EconMob_3","RacismMini_RacismMini_7",0.319,0
"22819","EconMob_EconMob_4","RacismMini_RacismMini_7",0.328,0
"22820","EconMob_EconMob_5","RacismMini_RacismMini_7",-0.338,0
"22821","EconMob_EconMob_6","RacismMini_RacismMini_7",-0.346,0
"22822","EconMob_EconMob_7","RacismMini_RacismMini_7",0.399,0
"22823","EconMob_EconMob_8","RacismMini_RacismMini_7",0.4,0
"22824","EconMob_EconMob_9","RacismMini_RacismMini_7",-0.289,0
"22825","EconMob_EconMob_10","RacismMini_RacismMini_7",-0.353,0
"22826","EconMob_EconMob_11","RacismMini_RacismMini_7",0.453,0
"22827","EconMob_EconMob_12","RacismMini_RacismMini_7",0.385,0
"22829","MascTiming_Last.Click","RacismMini_RacismMini_7",-0.051,0.006
"22830","MascTiming_Page.Submit","RacismMini_RacismMini_7",-0.051,0.006
"22832","Masc_Masc_1","RacismMini_RacismMini_7",-0.166,0
"22833","Masc_Masc_2","RacismMini_RacismMini_7",-0.122,0
"22835","Masc_Masc_4","RacismMini_RacismMini_7",-0.063,0.001
"22836","Masc_Masc_5","RacismMini_RacismMini_7",-0.166,0
"22837","Masc_Masc_6","RacismMini_RacismMini_7",-0.122,0
"22839","Masc_Masc_8","RacismMini_RacismMini_7",-0.063,0.001
"22844","Colorblind_Colorblind_1","RacismMini_RacismMini_7",-0.112,0
"22845","Colorblind_Colorblind_2","RacismMini_RacismMini_7",-0.112,0
"22846","Colorblind_Colorblind_3","RacismMini_RacismMini_7",-0.095,0
"22847","Colorblind_Colorblind_4","RacismMini_RacismMini_7",-0.154,0
"22848","Colorblind_Colorblind_5","RacismMini_RacismMini_7",-0.15,0
"22849","CB_Laurel_CB_Laurel_1","RacismMini_RacismMini_7",-0.085,0
"22850","CB_Laurel_CB_Laurel_2","RacismMini_RacismMini_7",0.232,0
"22851","CB_Laurel_CB_Laurel_3","RacismMini_RacismMini_7",-0.132,0
"22852","CB_Laurel_CB_Laurel_4","RacismMini_RacismMini_7",-0.063,0.001
"22853","CB_Laurel_CB_Laurel_5","RacismMini_RacismMini_7",0.364,0
"22854","CB_Laurel_CB_Laurel_6","RacismMini_RacismMini_7",-0.047,0.012
"22855","CB_Laurel_CB_Laurel_7","RacismMini_RacismMini_7",-0.101,0
"22856","CB_Laurel_CB_Laurel_8","RacismMini_RacismMini_7",0.052,0.005
"22857","CB_Laurel_CB_Laurel_9","RacismMini_RacismMini_7",-0.186,0
"22859","CB_Laurel_CB_Laurel_11","RacismMini_RacismMini_7",0.118,0
"22860","ThermsTiming_First.Click","RacismMini_RacismMini_7",-0.036,0.05
"22864","Therms_1","RacismMini_RacismMini_7",0.053,0.004
"22865","Therms_2","RacismMini_RacismMini_7",-0.159,0
"22866","Therms_3","RacismMini_RacismMini_7",0.116,0
"22867","Therms_4","RacismMini_RacismMini_7",0.038,0.038
"22868","Therms_5","RacismMini_RacismMini_7",0.073,0
"22869","DVTiming_First.Click","RacismMini_RacismMini_7",-0.052,0.005
"22870","DVTiming_Last.Click","RacismMini_RacismMini_7",-0.044,0.016
"22871","DVTiming_Page.Submit","RacismMini_RacismMini_7",-0.044,0.018
"22873","DV1_1","RacismMini_RacismMini_7",0.358,0
"22874","DV1_2","RacismMini_RacismMini_7",0.404,0
"22875","DV1_3","RacismMini_RacismMini_7",0.379,0
"22876","DV1_4","RacismMini_RacismMini_7",0.42,0
"22877","DV1_5","RacismMini_RacismMini_7",0.39,0
"22878","DV1_6","RacismMini_RacismMini_7",0.303,0
"22879","DV1_7","RacismMini_RacismMini_7",0.29,0
"22880","DV1_8","RacismMini_RacismMini_7",0.28,0
"22881","DV1_9","RacismMini_RacismMini_7",0.288,0
"22882","DV1_10","RacismMini_RacismMini_7",0.309,0
"22883","DV1_11","RacismMini_RacismMini_7",0.284,0
"22885","DV2Timing_Last.Click","RacismMini_RacismMini_7",-0.037,0.048
"22888","DV2_Q38_1","RacismMini_RacismMini_7",-0.139,0
"22889","DV2_Q38_2","RacismMini_RacismMini_7",-0.164,0
"22890","DV2_Q38_3","RacismMini_RacismMini_7",-0.154,0
"22891","DV2_Q38_4","RacismMini_RacismMini_7",-0.142,0
"22892","DV2_Q38_5","RacismMini_RacismMini_7",0.289,0
"22893","DV2_Q38_6","RacismMini_RacismMini_7",0.315,0
"22894","DV2_Q38_7","RacismMini_RacismMini_7",0.246,0
"22895","DV2_Q38_8","RacismMini_RacismMini_7",0.279,0
"22896","DV2_Q38_10","RacismMini_RacismMini_7",0.292,0
"22897","DV2_Q38_11","RacismMini_RacismMini_7",0.308,0
"22898","DV2_Q38_12","RacismMini_RacismMini_7",0.376,0
"22899","DV2_DV2_9","RacismMini_RacismMini_7",0.38,0
"22900","DV2_DV2_13","RacismMini_RacismMini_7",0.344,0
"22901","DV2_DV2_14","RacismMini_RacismMini_7",0.35,0
"22906","DV3_Q39_1","RacismMini_RacismMini_7",0.41,0
"22907","DV3_Q39_2","RacismMini_RacismMini_7",0.323,0
"22908","DV3_Q39_4","RacismMini_RacismMini_7",-0.174,0
"22909","DV3_Q39_5","RacismMini_RacismMini_7",0.244,0
"22910","DV3_Q39_6","RacismMini_RacismMini_7",0.293,0
"22911","DV3_Q39_7","RacismMini_RacismMini_7",0.279,0
"22912","DV3_Q39_8","RacismMini_RacismMini_7",0.32,0
"22913","DV3_Q39_9","RacismMini_RacismMini_7",0.292,0
"22918","AntiSov_AntiSov_1","RacismMini_RacismMini_7",-0.113,0
"22919","AntiSov_AntiSov_2","RacismMini_RacismMini_7",-0.234,0
"22920","AntiSov_AntiSov_3","RacismMini_RacismMini_7",-0.043,0.02
"22921","AntiSov_AntiSov_4","RacismMini_RacismMini_7",-0.118,0
"22922","AntiSov_AntiSov_5","RacismMini_RacismMini_7",0.24,0
"22923","AntiSov_AntiSov_6","RacismMini_RacismMini_7",0.187,0
"22966","FanSportTeam","RacismMini_RacismMini_7",-0.058,0.002
"22967","Spiritualpractice","RacismMini_RacismMini_7",0.04,0.029
"22969","CowboyandIndianPlay","RacismMini_RacismMini_7",-0.073,0
"22974","Invisibility_Invisibility_1","RacismMini_RacismMini_7",-0.055,0.003
"22975","Invisibility_Invisibility_2","RacismMini_RacismMini_7",0.19,0
"22976","Invisibility_Invisibility_3","RacismMini_RacismMini_7",0.177,0
"22977","Invisibility_Invisibility_4","RacismMini_RacismMini_7",0.115,0
"22978","Invisibility_Invisibility_5","RacismMini_RacismMini_7",0.119,0
"22979","Invisibility_Invisibility_6","RacismMini_RacismMini_7",0.163,0
"22980","Invisibility_Invisibility_7","RacismMini_RacismMini_7",0.094,0
"22981","Invisibility_Invisibility_8","RacismMini_RacismMini_7",0.128,0
"22986","MCP_MCP_1","RacismMini_RacismMini_7",-0.065,0
"22987","MCP_MCP_2","RacismMini_RacismMini_7",-0.054,0.003
"22988","MCP_MCP_3","RacismMini_RacismMini_7",0.056,0.003
"22989","MCP_MCP_4","RacismMini_RacismMini_7",-0.06,0.001
"22990","MCP_MCP_5","RacismMini_RacismMini_7",-0.05,0.007
"22991","MCP_MCP_6","RacismMini_RacismMini_7",0.138,0
"22992","MCP_MCP_7","RacismMini_RacismMini_7",-0.138,0
"22993","MCP_MCP_8","RacismMini_RacismMini_7",0.181,0
"22994","MCP_MCP_9","RacismMini_RacismMini_7",0.21,0
"22995","MCP_MCP_10","RacismMini_RacismMini_7",0.18,0
"23000","RacismMini_RacismMini_1","RacismMini_RacismMini_7",-0.401,0
"23001","RacismMini_RacismMini_2","RacismMini_RacismMini_7",0.52,0
"23002","RacismMini_RacismMini_3","RacismMini_RacismMini_7",-0.485,0
"23003","RacismMini_RacismMini_4","RacismMini_RacismMini_7",0.554,0
"23004","RacismMini_RacismMini_5","RacismMini_RacismMini_7",0.597,0
"23005","RacismMini_RacismMini_6","RacismMini_RacismMini_7",0.516,0
"23007","NationalismTiming_Last.Click","RacismMini_RacismMini_8",-0.057,0.002
"23008","NationalismTiming_Page.Submit","RacismMini_RacismMini_8",-0.055,0.003
"23010","Nationalism_Nationalism_1","RacismMini_RacismMini_8",0.269,0
"23011","Nationalism_Nationalism_2","RacismMini_RacismMini_8",0.136,0
"23012","Nationalism_Nationalism_3","RacismMini_RacismMini_8",0.287,0
"23013","Nationalism_Nationalism_4","RacismMini_RacismMini_8",0.258,0
"23014","Nationalism_Nationalism_5","RacismMini_RacismMini_8",0.23,0
"23015","Nationalism_Nationalism_6","RacismMini_RacismMini_8",0.172,0
"23016","Nationalism_Nationalism_7","RacismMini_RacismMini_8",0.278,0
"23017","Nationalism_Nationalism_8","RacismMini_RacismMini_8",0.235,0
"23018","Nationalism_Nationalism_9","RacismMini_RacismMini_8",0.321,0
"23019","Nationalism_Nationalism_10","RacismMini_RacismMini_8",0.369,0
"23020","Nationalism_Nationalism_11","RacismMini_RacismMini_8",0.399,0
"23021","Nationalism_Nationalism_12","RacismMini_RacismMini_8",0.348,0
"23022","Nationalism_Nationalism_13","RacismMini_RacismMini_8",0.231,0
"23023","Nationalism_Nationalism_14","RacismMini_RacismMini_8",0.331,0
"23024","Nationalism_Nationalism_15","RacismMini_RacismMini_8",0.344,0
"23025","Nationalism_Nationalism_16","RacismMini_RacismMini_8",0.264,0
"23030","EconMob_EconMob_1","RacismMini_RacismMini_8",0.384,0
"23031","EconMob_EconMob_2","RacismMini_RacismMini_8",0.47,0
"23032","EconMob_EconMob_3","RacismMini_RacismMini_8",-0.343,0
"23033","EconMob_EconMob_4","RacismMini_RacismMini_8",-0.367,0
"23034","EconMob_EconMob_5","RacismMini_RacismMini_8",0.4,0
"23035","EconMob_EconMob_6","RacismMini_RacismMini_8",0.405,0
"23036","EconMob_EconMob_7","RacismMini_RacismMini_8",-0.425,0
"23037","EconMob_EconMob_8","RacismMini_RacismMini_8",-0.385,0
"23038","EconMob_EconMob_9","RacismMini_RacismMini_8",0.397,0
"23039","EconMob_EconMob_10","RacismMini_RacismMini_8",0.516,0
"23040","EconMob_EconMob_11","RacismMini_RacismMini_8",-0.453,0
"23041","EconMob_EconMob_12","RacismMini_RacismMini_8",-0.44,0
"23042","MascTiming_First.Click","RacismMini_RacismMini_8",-0.043,0.019
"23046","Masc_Masc_1","RacismMini_RacismMini_8",0.253,0
"23047","Masc_Masc_2","RacismMini_RacismMini_8",0.295,0
"23048","Masc_Masc_3","RacismMini_RacismMini_8",0.17,0
"23049","Masc_Masc_4","RacismMini_RacismMini_8",0.201,0
"23050","Masc_Masc_5","RacismMini_RacismMini_8",0.253,0
"23051","Masc_Masc_6","RacismMini_RacismMini_8",0.295,0
"23052","Masc_Masc_7","RacismMini_RacismMini_8",0.17,0
"23053","Masc_Masc_8","RacismMini_RacismMini_8",0.201,0
"23055","ColorblindTiming_Last.Click","RacismMini_RacismMini_8",-0.068,0
"23056","ColorblindTiming_Page.Submit","RacismMini_RacismMini_8",-0.069,0
"23058","Colorblind_Colorblind_1","RacismMini_RacismMini_8",0.128,0
"23059","Colorblind_Colorblind_2","RacismMini_RacismMini_8",0.141,0
"23060","Colorblind_Colorblind_3","RacismMini_RacismMini_8",0.082,0
"23061","Colorblind_Colorblind_4","RacismMini_RacismMini_8",0.19,0
"23062","Colorblind_Colorblind_5","RacismMini_RacismMini_8",0.134,0
"23063","CB_Laurel_CB_Laurel_1","RacismMini_RacismMini_8",0.056,0.003
"23064","CB_Laurel_CB_Laurel_2","RacismMini_RacismMini_8",-0.124,0
"23065","CB_Laurel_CB_Laurel_3","RacismMini_RacismMini_8",0.093,0
"23066","CB_Laurel_CB_Laurel_4","RacismMini_RacismMini_8",0.038,0.039
"23067","CB_Laurel_CB_Laurel_5","RacismMini_RacismMini_8",-0.29,0
"23069","CB_Laurel_CB_Laurel_7","RacismMini_RacismMini_8",0.104,0
"23070","CB_Laurel_CB_Laurel_8","RacismMini_RacismMini_8",0.113,0
"23071","CB_Laurel_CB_Laurel_9","RacismMini_RacismMini_8",0.231,0
"23072","CB_Laurel_CB_Laurel_10","RacismMini_RacismMini_8",-0.054,0.004
"23073","CB_Laurel_CB_Laurel_11","RacismMini_RacismMini_8",-0.14,0
"23078","Therms_1","RacismMini_RacismMini_8",-0.147,0
"23079","Therms_2","RacismMini_RacismMini_8",0.113,0
"23080","Therms_3","RacismMini_RacismMini_8",-0.189,0
"23081","Therms_4","RacismMini_RacismMini_8",-0.106,0
"23082","Therms_5","RacismMini_RacismMini_8",-0.16,0
"23087","DV1_1","RacismMini_RacismMini_8",-0.316,0
"23088","DV1_2","RacismMini_RacismMini_8",-0.39,0
"23089","DV1_3","RacismMini_RacismMini_8",-0.322,0
"23090","DV1_4","RacismMini_RacismMini_8",-0.373,0
"23091","DV1_5","RacismMini_RacismMini_8",-0.38,0
"23092","DV1_6","RacismMini_RacismMini_8",-0.399,0
"23093","DV1_7","RacismMini_RacismMini_8",-0.396,0
"23094","DV1_8","RacismMini_RacismMini_8",-0.363,0
"23095","DV1_9","RacismMini_RacismMini_8",-0.378,0
"23096","DV1_10","RacismMini_RacismMini_8",-0.374,0
"23097","DV1_11","RacismMini_RacismMini_8",-0.27,0
"23099","DV2Timing_Last.Click","RacismMini_RacismMini_8",-0.04,0.032
"23100","DV2Timing_Page.Submit","RacismMini_RacismMini_8",-0.042,0.023
"23102","DV2_Q38_1","RacismMini_RacismMini_8",0.347,0
"23103","DV2_Q38_2","RacismMini_RacismMini_8",0.356,0
"23104","DV2_Q38_3","RacismMini_RacismMini_8",0.364,0
"23105","DV2_Q38_4","RacismMini_RacismMini_8",0.314,0
"23106","DV2_Q38_5","RacismMini_RacismMini_8",-0.374,0
"23107","DV2_Q38_6","RacismMini_RacismMini_8",-0.415,0
"23108","DV2_Q38_7","RacismMini_RacismMini_8",-0.341,0
"23109","DV2_Q38_8","RacismMini_RacismMini_8",-0.358,0
"23110","DV2_Q38_10","RacismMini_RacismMini_8",-0.345,0
"23111","DV2_Q38_11","RacismMini_RacismMini_8",-0.355,0
"23112","DV2_Q38_12","RacismMini_RacismMini_8",-0.436,0
"23113","DV2_DV2_9","RacismMini_RacismMini_8",-0.436,0
"23114","DV2_DV2_13","RacismMini_RacismMini_8",-0.426,0
"23115","DV2_DV2_14","RacismMini_RacismMini_8",-0.421,0
"23120","DV3_Q39_1","RacismMini_RacismMini_8",-0.482,0
"23121","DV3_Q39_2","RacismMini_RacismMini_8",-0.407,0
"23122","DV3_Q39_4","RacismMini_RacismMini_8",0.362,0
"23123","DV3_Q39_5","RacismMini_RacismMini_8",-0.281,0
"23124","DV3_Q39_6","RacismMini_RacismMini_8",-0.294,0
"23125","DV3_Q39_7","RacismMini_RacismMini_8",-0.292,0
"23126","DV3_Q39_8","RacismMini_RacismMini_8",-0.292,0
"23127","DV3_Q39_9","RacismMini_RacismMini_8",-0.285,0
"23132","AntiSov_AntiSov_1","RacismMini_RacismMini_8",0.314,0
"23133","AntiSov_AntiSov_2","RacismMini_RacismMini_8",0.36,0
"23134","AntiSov_AntiSov_3","RacismMini_RacismMini_8",0.272,0
"23135","AntiSov_AntiSov_4","RacismMini_RacismMini_8",0.326,0
"23136","AntiSov_AntiSov_5","RacismMini_RacismMini_8",-0.222,0
"23137","AntiSov_AntiSov_6","RacismMini_RacismMini_8",-0.244,0
"23140","FamousTiming_Page.Submit","RacismMini_RacismMini_8",-0.048,0.01
"23146","CloseFriends","RacismMini_RacismMini_8",0.057,0.002
"23147","CloseFamily","RacismMini_RacismMini_8",0.051,0.006
"23150","MealatYourHome","RacismMini_RacismMini_8",-0.045,0.016
"23151","MealatTheirHome","RacismMini_RacismMini_8",-0.039,0.035
"23154","Leuisure","RacismMini_RacismMini_8",-0.044,0.018
"23156","Share_Share_1","RacismMini_RacismMini_8",-0.051,0.006
"23157","Share_Share_2","RacismMini_RacismMini_8",-0.052,0.005
"23158","Share_Share_3","RacismMini_RacismMini_8",-0.048,0.009
"23159","ExtendedContactTime_First.Click","RacismMini_RacismMini_8",0.04,0.031
"23168","MediaContactTiming_Page.Submit","RacismMini_RacismMini_8",-0.042,0.023
"23173","ProductsTiming_Click.Count","RacismMini_RacismMini_8",-0.053,0.004
"23178","PlayedSportTeam","RacismMini_RacismMini_8",0.054,0.004
"23180","FanSportTeam","RacismMini_RacismMini_8",0.064,0.001
"23181","Spiritualpractice","RacismMini_RacismMini_8",-0.042,0.022
"23183","CowboyandIndianPlay","RacismMini_RacismMini_8",0.084,0
"23185","InvisTiming_Last.Click","RacismMini_RacismMini_8",-0.039,0.038
"23186","InvisTiming_Page.Submit","RacismMini_RacismMini_8",-0.039,0.034
"23188","Invisibility_Invisibility_1","RacismMini_RacismMini_8",0.109,0
"23189","Invisibility_Invisibility_2","RacismMini_RacismMini_8",-0.079,0
"23190","Invisibility_Invisibility_3","RacismMini_RacismMini_8",-0.055,0.003
"23200","MCP_MCP_1","RacismMini_RacismMini_8",0.107,0
"23201","MCP_MCP_2","RacismMini_RacismMini_8",0.164,0
"23203","MCP_MCP_4","RacismMini_RacismMini_8",0.158,0
"23204","MCP_MCP_5","RacismMini_RacismMini_8",0.191,0
"23205","MCP_MCP_6","RacismMini_RacismMini_8",-0.207,0
"23206","MCP_MCP_7","RacismMini_RacismMini_8",0.373,0
"23207","MCP_MCP_8","RacismMini_RacismMini_8",-0.268,0
"23208","MCP_MCP_9","RacismMini_RacismMini_8",-0.319,0
"23209","MCP_MCP_10","RacismMini_RacismMini_8",-0.245,0
"23214","RacismMini_RacismMini_1","RacismMini_RacismMini_8",0.481,0
"23215","RacismMini_RacismMini_2","RacismMini_RacismMini_8",-0.478,0
"23216","RacismMini_RacismMini_3","RacismMini_RacismMini_8",0.577,0
"23217","RacismMini_RacismMini_4","RacismMini_RacismMini_8",-0.529,0
"23218","RacismMini_RacismMini_5","RacismMini_RacismMini_8",-0.583,0
"23219","RacismMini_RacismMini_6","RacismMini_RacismMini_8",-0.516,0
"23220","RacismMini_RacismMini_7","RacismMini_RacismMini_8",-0.481,0
"23223","NationalismTiming_Page.Submit","RacismMini_RacismMini_9",-0.037,0.048
"23225","Nationalism_Nationalism_1","RacismMini_RacismMini_9",0.217,0
"23226","Nationalism_Nationalism_2","RacismMini_RacismMini_9",0.109,0
"23227","Nationalism_Nationalism_3","RacismMini_RacismMini_9",0.239,0
"23228","Nationalism_Nationalism_4","RacismMini_RacismMini_9",0.216,0
"23229","Nationalism_Nationalism_5","RacismMini_RacismMini_9",0.191,0
"23230","Nationalism_Nationalism_6","RacismMini_RacismMini_9",0.146,0
"23231","Nationalism_Nationalism_7","RacismMini_RacismMini_9",0.242,0
"23232","Nationalism_Nationalism_8","RacismMini_RacismMini_9",0.222,0
"23233","Nationalism_Nationalism_9","RacismMini_RacismMini_9",0.285,0
